,テキスト,部,章,章（ラベル）,テキスト_形態素
247,　私はまだその後にいうべき事をもっていた。けれども奥さんから徒らに議論を仕掛ける男のように取られては困ると思って遠慮した。奥さんは飲み干した紅茶茶碗の底を覗いて黙っている私を外らさないように、「もう一杯上げましょうか」と聞いた。私はすぐ茶碗を奥さんの手に渡した。,[1]上＿先生と私,1_17,上・十七,"['私', 'は', 'まだ', 'その後', 'に', 'いう', 'べし', '事', 'を', 'もつ', 'て', 'いる', 'た', 'けれども', '奥さん', 'から', '徒', 'ら', 'に', '議論', 'を', '仕掛ける', '男', 'の', 'よう', 'に', '取る', 'れる', 'て', 'は', '困る', 'と', '思う', 'て', '遠慮', 'する', 'た', '奥さん', 'は', '飲み干す', 'た', '紅茶', '茶碗', 'の', '底', 'を', '覗く', 'て', '黙る', 'て', 'いる', '私', 'を', '外らす', 'ない', 'よう', 'に', 'もう', '一', '杯', '上げる', 'ます', 'う', 'か', 'と', '聞く', 'た', '私', 'は', 'すぐ', '茶碗', 'を', '奥さん', 'の', '手', 'に', '渡す', 'た']"
248,「いくつ？　一つ？　二ッつ？」,[1]上＿先生と私,1_17,上・十七,"['いくつ', '一つ', '二', 'ッ', 'つ']"
249,　妙なもので角砂糖をつまみ上げた奥さんは、私の顔を見て、茶碗の中へ入れる砂糖の数を聞いた。奥さんの態度は私に媚びるというほどではなかったけれども、先刻の強い言葉を力めて打ち消そうとする愛嬌に充ちていた。,[1]上＿先生と私,1_17,上・十七,"['妙', 'だ', 'もの', 'で', '角砂糖', 'を', 'つまみ上げる', 'た', '奥さん', 'は', '私', 'の', '顔', 'を', '見る', 'て', '茶碗', 'の', '中', 'へ', '入れる', '砂糖', 'の', '数', 'を', '聞く', 'た', '奥さん', 'の', '態度', 'は', '私', 'に', '媚びる', 'と', 'いう', 'ほど', 'だ', 'は', 'ない', 'た', 'けれども', '先刻', 'の', '強い', '言葉', 'を', '力む', 'て', '打ち消す', 'う', 'と', 'する', '愛嬌', 'に', '充ちる', 'て', 'いる', 'た']"
250,　私は黙って茶を飲んだ。飲んでしまっても黙っていた。,[1]上＿先生と私,1_17,上・十七,"['私', 'は', '黙る', 'て', '茶', 'を', '飲む', 'だ', '飲む', 'で', 'しまう', 'て', 'も', '黙る', 'て', 'いる', 'た']"
251,「あなた大変黙り込んじまったのね」と奥さんがいった。,[1]上＿先生と私,1_17,上・十七,"['あなた', '大変', '黙り込む', 'じまう', 'た', 'の', 'ね', 'と', '奥さん', 'が', 'いう', 'た']"
252,「何かいうとまた議論を仕掛けるなんて、叱り付けられそうですから」と私は答えた。,[1]上＿先生と私,1_17,上・十七,"['何', 'か', 'いう', 'と', 'また', '議論', 'を', '仕掛ける', 'なんて', '叱り付ける', 'られる', 'そう', 'です', 'から', 'と', '私', 'は', '答える', 'た']"
253,「まさか」と奥さんが再びいった。,[1]上＿先生と私,1_17,上・十七,"['まさか', 'と', '奥さん', 'が', '再び', 'いう', 'た']"
254,　二人はそれを緒口にまた話を始めた。そうしてまた二人に共通な興味のある先生を問題にした。,[1]上＿先生と私,1_17,上・十七,"['二', '人', 'は', 'それ', 'を', '緒', '口', 'に', 'また', '話', 'を', '始める', 'た', 'そうして', 'また', '二', '人', 'に', '共通', 'だ', '興味', 'の', 'ある', '先生', 'を', '問題', 'に', 'する', 'た']"
255,「奥さん、先刻の続きをもう少しいわせて下さいませんか。奥さんには空な理屈と聞こえるかも知れませんが、私はそんな上の空でいってる事じゃないんだから」,[1]上＿先生と私,1_17,上・十七,"['奥さん', '先刻', 'の', '続き', 'を', 'もう少し', 'いう', 'せる', 'て', '下さる', 'ます', 'ん', 'か', '奥さん', 'に', 'は', '空', 'だ', '理屈', 'と', '聞こえる', 'かも', '知れる', 'ます', 'ん', 'が', '私', 'は', 'そんな', '上の空', 'で', 'いう', 'てる', '事', 'じゃ', 'ない', 'ん', 'だ', 'から']"
256,「じゃおっしゃい」,[1]上＿先生と私,1_17,上・十七,"['じゃ', 'おっしゃる']"
257,「今奥さんが急にいなくなったとしたら、先生は現在の通りで生きていられるでしょうか」,[1]上＿先生と私,1_17,上・十七,"['今', '奥さん', 'が', '急', 'に', 'いる', 'ない', 'なる', 'た', 'と', 'する', 'た', '先生', 'は', '現在', 'の', '通り', 'で', '生きる', 'て', 'いる', 'られる', 'です', 'う', 'か']"
258,「そりゃ分らないわ、あなた。そんな事、先生に聞いて見るより外に仕方がないじゃありませんか。私の所へ持って来る問題じゃないわ」,[1]上＿先生と私,1_17,上・十七,"['そりゃ', '分る', 'ない', 'わ', 'あなた', 'そんな', '事', '先生', 'に', '聞く', 'て', '見る', 'より', '外', 'に', '仕方', 'が', 'ない', 'じゃ', 'ある', 'ます', 'ん', 'か', '私', 'の', '所', 'へ', '持つ', 'て', '来る', '問題', 'じゃ', 'ない', 'わ']"
259,「奥さん、私は真面目ですよ。だから逃げちゃいけません。正直に答えなくっちゃ」,[1]上＿先生と私,1_17,上・十七,"['奥さん', '私', 'は', '真面目', 'です', 'よ', 'だから', '逃げる', 'ちゃ', 'いける', 'ます', 'ん', '正直', 'に', '答える', 'ない', 'ちゃ']"
260,「正直よ。正直にいって私には分らないのよ」,[1]上＿先生と私,1_17,上・十七,"['正直', 'よ', '正直', 'に', 'いう', 'て', '私', 'に', 'は', '分る', 'ない', 'の', 'よ']"
261,「じゃ奥さんは先生をどのくらい愛していらっしゃるんですか。これは先生に聞くよりむしろ奥さんに伺っていい質問ですから、あなたに伺います」,[1]上＿先生と私,1_17,上・十七,"['じゃ', '奥さん', 'は', '先生', 'を', 'どの', 'くらい', '愛す', 'て', 'いらっしゃる', 'ん', 'です', 'か', 'これ', 'は', '先生', 'に', '聞く', 'より', 'むしろ', '奥さん', 'に', '伺う', 'て', 'いい', '質問', 'です', 'から', 'あなた', 'に', '伺う', 'ます']"
262,「何もそんな事を開き直って聞かなくっても好いじゃありませんか」,[1]上＿先生と私,1_17,上・十七,"['何', 'も', 'そんな', '事', 'を', '開き直る', 'て', '聞く', 'ない', 'て', 'も', '好く', 'じゃ', 'ある', 'ます', 'ん', 'か']"
263,「真面目くさって聞くがものはない。分り切ってるとおっしゃるんですか」,[1]上＿先生と私,1_17,上・十七,"['真面目くさる', 'て', '聞く', 'が', 'もの', 'は', 'ない', '分る', '切る', 'てる', 'と', 'おっしゃる', 'ん', 'です', 'か']"
264,「まあそうよ」,[1]上＿先生と私,1_17,上・十七,"['まあ', 'そう', 'よ']"
265,「そのくらい先生に忠実なあなたが急にいなくなったら、先生はどうなるんでしょう。世の中のどっちを向いても面白そうでない先生は、あなたが急にいなくなったら後でどうなるでしょう。先生から見てじゃない。あなたから見てですよ。あなたから見て、先生は幸福になるでしょうか、不幸になるでしょうか」,[1]上＿先生と私,1_17,上・十七,"['その', 'くらい', '先生', 'に', '忠実', 'だ', 'あなた', 'が', '急', 'に', 'いる', 'ない', 'なる', 'た', '先生', 'は', 'どう', 'なる', 'ん', 'です', 'う', '世の中', 'の', 'どっち', 'を', '向く', 'て', 'も', '面白い', 'そう', 'だ', 'ない', '先生', 'は', 'あなた', 'が', '急', 'に', 'いる', 'ない', 'なる', 'た', '後', 'で', 'どう', 'なる', 'です', 'う', '先生', 'から', '見る', 'て', 'じゃ', 'ない', 'あなた', 'から', '見る', 'て', 'です', 'よ', 'あなた', 'から', '見る', 'て', '先生', 'は', '幸福', 'に', 'なる', 'です', 'う', 'か', '不幸', 'に', 'なる', 'です', 'う', 'か']"
266,「そりゃ私から見れば分っています。（先生はそう思っていないかも知れませんが）。先生は私を離れれば不幸になるだけです。あるいは生きていられないかも知れませんよ。そういうと、己惚になるようですが、私は今先生を人間としてできるだけ幸福にしているんだと信じていますわ。どんな人があっても私ほど先生を幸福にできるものはないとまで思い込んでいますわ。それだからこうして落ち付いていられるんです」,[1]上＿先生と私,1_17,上・十七,"['そりゃ', '私', 'から', '見る', 'ば', '分つ', 'て', 'いる', 'ます', '先生', 'は', 'そう', '思う', 'て', 'いる', 'ない', 'かも', '知れる', 'ます', 'ん', 'が', '先生', 'は', '私', 'を', '離れる', 'ば', '不幸', 'に', 'なる', 'だけ', 'です', 'あるいは', '生きる', 'て', 'いる', 'られる', 'ない', 'かも', '知れる', 'ます', 'ん', 'よ', 'そう', 'いう', 'と', '己', '惚', 'に', 'なる', 'よう', 'です', 'が', '私', 'は', '今', '先生', 'を', '人間', 'として', 'できるだけ', '幸福', 'に', 'する', 'て', 'いる', 'ん', 'だ', 'と', '信じる', 'て', 'いる', 'ます', 'わ', 'どんな', '人', 'が', 'ある', 'て', 'も', '私', 'ほど', '先生', 'を', '幸福', 'に', 'できる', 'もの', 'は', 'ない', 'と', 'まで', '思い込む', 'で', 'いる', 'ます', 'わ', 'それ', 'だ', 'から', 'こうして', '落ち', '付く', 'て', 'いる', 'られる', 'ん', 'です']"
267,「その信念が先生の心に好く映るはずだと私は思いますが」,[1]上＿先生と私,1_17,上・十七,"['その', '信念', 'が', '先生', 'の', '心', 'に', '好い', '映る', 'はず', 'だ', 'と', '私', 'は', '思う', 'ます', 'が']"
268,「それは別問題ですわ」,[1]上＿先生と私,1_17,上・十七,"['それ', 'は', '別', '問題', 'です', 'わ']"
269,「やっぱり先生から嫌われているとおっしゃるんですか」,[1]上＿先生と私,1_17,上・十七,"['やっぱり', '先生', 'から', '嫌う', 'れる', 'て', 'いる', 'と', 'おっしゃる', 'ん', 'です', 'か']"
270,「私は嫌われてるとは思いません。嫌われる訳がないんですもの。しかし先生は世間が嫌いなんでしょう。世間というより近頃では人間が嫌いになっているんでしょう。だからその人間の一人として、私も好かれるはずがないじゃありませんか」,[1]上＿先生と私,1_17,上・十七,"['私', 'は', '嫌う', 'れる', 'てる', 'と', 'は', '思う', 'ます', 'ん', '嫌う', 'れる', '訳', 'が', 'ない', 'ん', 'です', 'もの', 'しかし', '先生', 'は', '世間', 'が', '嫌い', 'だ', 'ん', 'です', 'う', '世間', 'と', 'いう', 'より', '近頃', 'で', 'は', '人間', 'が', '嫌い', 'に', 'なる', 'て', 'いる', 'ん', 'です', 'う', 'だから', 'その', '人間', 'の', '一', '人', 'として', '私', 'も', '好く', 'れる', 'はず', 'が', 'ない', 'じゃ', 'ある', 'ます', 'ん', 'か']"
271,　奥さんの嫌われているという意味がやっと私に呑み込めた。,[1]上＿先生と私,1_17,上・十七,"['奥さん', 'の', '嫌う', 'れる', 'て', 'いる', 'という', '意味', 'が', 'やっと', '私', 'に', '呑み込める', 'た']"
272,　私は奥さんの理解力に感心した。奥さんの態度が旧式の日本の女らしくないところも私の注意に一種の刺戟を与えた。それで奥さんはその頃流行り始めたいわゆる新しい言葉などはほとんど使わなかった。,[1]上＿先生と私,1_18,上・十八,"['私', 'は', '奥さん', 'の', '理解', '力', 'に', '感心', 'する', 'た', '奥さん', 'の', '態度', 'が', '旧式', 'の', '日本', 'の', '女らしい', 'ない', 'ところ', 'も', '私', 'の', '注意', 'に', '一種', 'の', '刺戟', 'を', '与える', 'た', 'それで', '奥さん', 'は', 'その', '頃', '流行る', '始める', 'た', 'いわゆる', '新しい', '言葉', 'など', 'は', 'ほとんど', '使う', 'ない', 'た']"
273,　私は女というものに深い交際をした経験のない迂闊な青年であった。男としての私は、異性に対する本能から、憧憬の目的物として常に女を夢みていた。けれどもそれは懐かしい春の雲を眺めるような心持で、ただ漠然と夢みていたに過ぎなかった。だから実際の女の前へ出ると、私の感情が突然変る事が時々あった。私は自分の前に現われた女のために引き付けられる代りに、その場に臨んでかえって変な反撥力を感じた。奥さんに対した私にはそんな気がまるで出なかった。普通男女の間に横たわる思想の不平均という考えもほとんど起らなかった。私は奥さんの女であるという事を忘れた。私はただ誠実なる先生の批評家および同情家として奥さんを眺めた。,[1]上＿先生と私,1_18,上・十八,"['私', 'は', '女', 'という', 'もの', 'に', '深い', '交際', 'を', 'する', 'た', '経験', 'の', 'ない', '迂闊', 'だ', '青年', 'だ', 'ある', 'た', '男', 'として', 'の', '私', 'は', '異性', 'に対する', '本能', 'から', '憧憬', 'の', '目的', '物', 'として', '常に', '女', 'を', '夢みる', 'て', 'いる', 'た', 'けれども', 'それ', 'は', '懐かしい', '春', 'の', '雲', 'を', '眺める', 'よう', 'だ', '心持', 'で', 'ただ', '漠然と', '夢みる', 'て', 'いる', 'た', 'に', '過ぎる', 'ない', 'た', 'だから', '実際', 'の', '女', 'の', '前', 'へ', '出る', 'と', '私', 'の', '感情', 'が', '突然', '変る', '事', 'が', '時々', 'ある', 'た', '私', 'は', '自分', 'の', '前', 'に', '現われる', 'た', '女', 'の', 'ため', 'に', '引き付ける', 'られる', '代り', 'に', 'その', '場', 'に', '臨む', 'で', 'かえって', '変', 'だ', '反撥', '力', 'を', '感じる', 'た', '奥さん', 'に', '対す', 'た', '私', 'に', 'は', 'そんな', '気', 'が', 'まるで', '出る', 'ない', 'た', '普通', '男女', 'の', '間', 'に', '横たわる', '思想', 'の', '不', '平均', 'という', '考え', 'も', 'ほとんど', '起る', 'ない', 'た', '私', 'は', '奥さん', 'の', '女', 'だ', 'ある', 'という', '事', 'を', '忘れる', 'た', '私', 'は', 'ただ', '誠実', 'なり', '先生', 'の', '批評', '家', 'および', '同情', '家', 'として', '奥さん', 'を', '眺める', 'た']"
